nombre|artista|duracion
So In Love|Orchestral Manoeuvres In The Dark|209360
Girlfriend in a Coma - 2011 Remaster|The Smiths|122760
Well I Wonder - 2011 Remaster|The Smiths|239427
Never Had No One Ever - 2011 Remaster|The Smiths|218373
Wonderful Woman - 2008 Remaster|The Smiths|190107
(Feels Like) Heaven|Fiction Factory|214047
"If You Leave - From ""Pretty In Pink"""|Orchestral Manoeuvres In The Dark|268547
Blue Monday '88 - 2015 Remaster|New Order|251973
She's In Parties|Bauhaus|231067
April Skies|The Jesus and Mary Chain|239621
Eighties - 2007 Digital Remaster|Killing Joke|239280
The Promise|When In Rome|220960
To Cut a Long Story Short - 2010 Remaster|Spandau Ballet|199693
Bringing Home the Ashes|The Wild Swans|229973
Modern Love Is Automatic|A Flock Of Seagulls|229307
Lucretia My Reflection - Vinyl Version|Sisters of Mercy|295250
Play for Today - Remastered Version|The Cure|220640
Moving in Stereo|The Cars|286107
Happy When It Rains|The Jesus and Mary Chain|217313
Enjoy The Silence - 2006 Remastered Version|Depeche Mode|372813
Barbarism Begins at Home - 2011 Remaster|The Smiths|413427
The Headmaster Ritual - 2011 Remaster|The Smiths|295440
Shake It Up|The Cars|215440
Promised Land|Skeletal Family|291573
The Killing Moon|Echo & the Bunnymen|346280
Under the Milky Way|The Church|297600
Come As You Are|Nirvana|218920
Say It Ain't So|Weezer|258827
My Hero|Foo Fighters|260027
Monkey Wrench|Foo Fighters|231480
Learn to Fly|Foo Fighters|235293
All The Small Things|blink-182|168000
Self Esteem|The Offspring|257827
Drain You|Nirvana|223880
What's My Age Again?|blink-182|148573
1979 - Remastered 2012|The Smashing Pumpkins|266200
Tonight, Tonight - Remastered 2012|The Smashing Pumpkins|254627
Lake Of Fire|Nirvana|175973
Lightning Crashes|Live|324733
American Music|Violent Femmes|229973
Blister In The Sun|Violent Femmes|144947
Out The Window|Violent Femmes|171067
Give It Away|Red Hot Chili Peppers|282907
Today - Remastered|The Smashing Pumpkins|201173
With Or Without You - Remastered|U2|295520
Shadow of the Day|Linkin Park|290360
Welcome to the Black Parade|My Chemical Romance|311107
Teenagers|My Chemical Romance|161920
The Middle|Jimmy Eat World|168253
I Hate Everything About You|Three Days Grace|231480
Livin' On A Prayer|Bon Jovi|250307
Wanted Dead Or Alive|Bon Jovi|308267
It's My Life|Bon Jovi|224493
You Give Love A Bad Name|Bon Jovi|223733
Have A Nice Day|Bon Jovi|229107
Bad Medicine|Bon Jovi|316520
The Feast and The Famine|Foo Fighters|229560
Something from Nothing|Foo Fighters|288453
I Am A River|Foo Fighters|428520
These Days|Foo Fighters|298267
Walk|Foo Fighters|255960
Long Road To Ruin|Foo Fighters|224880
Walking After You - Live|Foo Fighters|318693
Big Me - Live|Foo Fighters|181827
Move Along|The All-American Rejects|238880
Dirty Little Secret|The All-American Rejects|193653
Money For Nothing|Dire Straits|510933
Gives You Hell|The All-American Rejects|213107
Walk Of Life|Dire Straits|249960
You Shook Me All Night Long|AC/DC|210880
Bliss|Th' Dudes|299853
Cheap Wine - 2011 Remastered|Cold Chisel|205132
Island In The Sun|Weezer|200667
Be Mine Tonight|Th' Dudes|367747
El Scorcho|Weezer|243667
Sultans Of Swing|Dire Straits|348624
Romeo And Juliet|Dire Straits|360667
Why Don't You Get A Job|The Offspring|172467
Glow|Alien Ant Farm|197680
Adam's Song|blink-182|249754
Sex on Fire|Kings of Leon|203347
Drive|Incubus|232453
Notion|Kings of Leon|180840
Waste A Moment|Kings of Leon|183093
Trani|Kings of Leon|300573
Coming Back Again|Kings of Leon|208867
WALLS|Kings of Leon|329667
Radioactive|Kings of Leon|206187
I Want You|Kings of Leon|307453
Be Somebody|Kings of Leon|227147
When I Come Around|Green Day|178000
Pretty Fly (For a White Guy)|The Offspring|188107
Song 2|Blur|121880
When You Were Young|The Killers|220413
Butterfly|Weezer|175267
You And Me|Lifehouse|195493
Hey There Delilah|Plain White T's|232813
I Want You To Want Me - Soundtrack|Letters To Cleo|205907
She Hates Me|Puddle Of Mudd|216760
Wheels|Foo Fighters|278213
Losing My Religion|R.E.M.|267733
Last Kiss|Pearl Jam|196667
April Sun In Cuba|Dragon|227373
Free Fallin'|Tom Petty|256667
Born in the U.S.A.|Bruce Springsteen|278680
Mr. Brightside|The Killers|222587
Hey There Delilah|Plain White T's|233200
Heroes - 1999 Remaster|David Bowie|370373
Hear You Me|Jimmy Eat World|282960
Scentless Apprentice|Nirvana|228053
Verona|Elemeno P|166400
Buddy Holly|Weezer|159587
Fast Times in Tahoe|Elemeno P|187246
We Share The Same Skies|The Cribs|195200
By the Way|Red Hot Chili Peppers|216933
First Of The Gang To Die - Remastered|Morrissey|217853
Just Like Heaven|The Cure|212013
Love Will Tear Us Apart|Joy Division|206867
Kingdom Of Rust|Doves|311520
Obstacle 1|Interpol|251333
Plastic Machinery|The Charlatans|223320
This Picture|Placebo|214907
Motorcycle Emptiness|Manic Street Preachers|305707
There Are Too Many Of Us|Blur|265494
Smokers Outside the Hospital Doors|Editors|297640
All the Rage Back Home|Interpol|262427
Men's Needs|The Cribs|195698
Walk Away|Franz Ferdinand|216333
Seven - Remastered|Sunny Day Real Estate|286400
Munich|Editors|226427
An End Has a Start|Editors|225533
The Rover|Interpol|217693
Rest My Chemistry|Interpol|301093
Evil|Interpol|215827
Slow Hands|Interpol|184133
Stand Inside Your Love|The Smashing Pumpkins|254493
Aviation|The Last Shadow Puppets|223915
Girls and Boys|Blur|259387
Factory of Faith|Red Hot Chili Peppers|259947
What You Know|Two Door Cinema Club|189693
Club Foot|Kasabian|215360
When The Sun Goes Down|Arctic Monkeys|202133
Somebody Told Me|The Killers|197160
A-Punk|Vampire Weekend|137760
My Number|Foals|240533
Debaser|Pixies|173173
Go With The Flow|Queens of the Stone Age|187147
Black Star|Radiohead|247040
A Design for Life - Remastered|Manic Street Preachers|257640
Live Forever|Oasis|276867
Champagne Supernova - Remastered|Oasis|451320
Everyday Is Like Sunday - 2011 Remaster|Morrissey|215267
My Favourite Game|The Cardigans|220468
Ruby|Kaiser Chiefs|202800
Hate To Say I Told You So|The Hives|199733
Seven Nation Army|The White Stripes|231800
The Passenger|Iggy Pop|284067
Brass in Pocket - 2006 Remaster|Pretenders|185960
Call Me|Blondie|212600
Pale Blue Eyes|The Velvet Underground|339533
Enjoy the Silence - Single Mix|Depeche Mode|257333
Like a Stone|Audioslave|293960
Stupid Girl|Garbage|258533
Are You Gonna Be My Girl|Jet|213800
Do You Want To|Franz Ferdinand|215000
Make It Wit Chu|Queens of the Stone Age|290493
I Sat By The Ocean|Queens of the Stone Age|235587
Pressure|Muse|235600
Do I Wanna Know?|Arctic Monkeys|272394
You're In The Army Now - Status Quo In Concert|Status Quo|249547
Boys Don't Cry|The Cure|155973
If You Leave - Remastered 2019|Orchestral Manoeuvres In The Dark|269800
Tainted Love|Soft Cell|153800
Love My Way|The Psychedelic Furs|213973
Always Something There to Remind Me - 2018 Remaster|Naked Eyes|219373
People Are People|Depeche Mode|231960
Hungry Like the Wolf - 2009 Remaster|Duran Duran|220627
A Little Respect - 2009 Remastered Version|Erasure|213987
The Ghost in You|The Psychedelic Furs|256000
Talking In Your Sleep|The Romantics|235093
Turning Japanese - Non Stop Edit|The Vapors|224107
Hold Me Now|Thompson Twins|286667
Here Comes the Rain Again - Remastered Version|Eurythmics|294587
(Feels Like) Heaven|Fiction Factory|213960
TRUE - Single Edit|Spandau Ballet|328293
The Look Of Love - Pt. 1|ABC|209160
Video Killed The Radio Star|The Buggles|252773
Our House|Madness|203120
Wishful Thinking|China Crisis|250707
State Of The Nation|Industry|274507
Sweet Dreams (Are Made of This) - Remastered|Eurythmics|216933
"Together In Electric Dreams - Remastered / From ""Electric Dreams"" Original Motion Picture Soundtrack"|Phil Oakey|232667
(Keep Feeling) Fascination|The Human League|225173
It's a Sin - 2001 Remaster|Pet Shop Boys|299307
I Melt With You - Rerecorded|Modern English|235933
Birds Fly (Whisper to a Scream)|The Icicle Works|229173
Big in Japan - Remaster|Alphaville|284625
Head Over Heels|The Go-Go's|216960
Do You Really Want To Hurt Me|Culture Club|262173
What's on Your Mind (Pure Energy)|Information Society|275533
Message In A Bottle|The Police|290280
Voices Carry|'Til Tuesday|263573
Let's Dance - 2018 Remaster|David Bowie|457676
99 Luftballons|Nena|232467
Burning Flame|Vitamin Z|228000
Gold|Spandau Ballet|231480
She Sells Sanctuary (2009 Re-master)|The Cult|262493
Alive And Kicking|Simple Minds|326000
Karma Chameleon - Remastered|Culture Club|252773
Too Shy|Kajagoogoo|222320
The Motion Of Love|Gene Loves Jezebel|233400
Sunglasses At Night|Corey Hart|320000
Something About You - Single Version|Level 42|223440
Beds Are Burning|Midnight Oil|254627
Shout|Tears For Fears|393667
Lovesong - Remastered|The Cure|208267
Human - Edit|The Human League|228867
Turn Back The Clock|Johnny Hates Jazz|270133
Lessons In Love|Level 42|246013
Boys Do Fall In Love|Robin Gibb|227281
Angel|Fra Lippo Lippi|312133
Six Two Eight - 628|Europe|485094
She Drives Me Crazy|Fine Young Cannibals|215773
Stitches and Burns|Fra Lippo Lippi|261640
When She Cries|Restless Heart|222187
Beauty and Madness - 1993|Fra Lippo Lippi|281240
Love Vigilantes - 2015 Remaster|New Order|259307
I Go Crazy|Flesh For Lulu|231027
Whirlpool Heart|The Wild Swans|181920
The More You Ignore Me, the Closer I Get - 2014 Remaster|Morrissey|223693
Away|The Bolshoi|297133
Desire|Gene Loves Jezebel|262000
Secret|Orchestral Manoeuvres In The Dark|236333
Pretty in Pink|The Psychedelic Furs|238107
Come Undone|Duran Duran|256520
Russian Radio|Red Flag|372427
If I Ever Lose My Faith In You|Sting|270533
99 Red Balloons - Club Mix|Nena|281453
The One I Love - Remastered|R.E.M.|197800
If You Were Here|Thompson Twins|175613
I Beg Your Pardon (I Never Promised You a Rose Garden)|Kon Kan|241000
Somebody - Remix|Depeche Mode|266640
Baby|Devendra Banhart|185787
Stuck on the puzzle|Alex Turner|211053
Reflections After Jane|The Clientele|204907
Always Forever|Cults|223747
Doing All Right - ...Revisited|Smile|196841
Television / So Far So Good|Rex Orange County|262600
80's Comedown Machine|The Strokes|298613
Paranoid Android - Remastered|Radiohead|383973
Lover Is a Day|Cuco|456000
Four Portraits|Vansire|265798
Winter's Ballad|Cuco|277122
I Love You So|The Walters|160254
Sunflower|Rex Orange County|252231
Loving Is Easy|Rex Orange County|155720
Just Say Yes|Snow Patrol|281347
New Light|John Mayer|216015
Nice Boys|TEMPOREX|180846
Everytime|boy pablo|172941
You Say I'm in Love|Banes World|176761
Lo Que Siento|Cuco|312000
Drowsy|Banes World|164027
My Jinji|落日飛車 Sunset Rollercoaster|400560
I Don't Know You|The Marías|209450
Social Sites|Cosmo Pyke|289309
Peach Pit|Peach Pit|287080
Pretty Girls|Michael Seyer|226795
Falling for U|Peachy!|124000
Stay Away from My Baby|Banes World|162004
Latch|Disclosure|255632
Edition|Rex Orange County|115000
Lucky Love|Michael Seyer|286186
Breathe (In the Air)|Pink Floyd|169535
We Are The Champions - Remastered 2011|Queen|179200
Sunflower - Spider-Man: Into the Spider-Verse|Post Malone|158040
Do You Feel It?|Chaos Chaos|250713
Kids|Current Joys|269143
Call It Fate, Call It Karma|The Strokes|204773
Yes I'm Changing|Tame Impala|270680
Wake Up in the Sky|Gucci Mane|203161
Fake Plastic Trees|Radiohead|290707
Roxanne - Remastered 2003|The Police|191500
Dancing|Mellow Fellow|282671
Eclipse|Inner Wave|183633
Sick Feeling|boy pablo|155714
Cool with You|Her's|375656
You Make Me Crazy|Streetz|184294
We Are Young (feat. Janelle Monáe)|fun.|250627
Harder, Better, Faster, Stronger|Daft Punk|224693
Believe In Me|Lenny Kravitz|280973
Don't Speak|No Doubt|263560
Rock DJ|Robbie Williams|258560
Let Me Entertain You|Robbie Williams|262000
Only in My Dreams|The Marías|170893
Under Pressure - Remastered|Queen|248440
La Mujer Perfecta|KURT|217907
Como te extraño mi amor|Café Tacvba|214880
Quiero Ver|Café Tacvba|205573
Eres|Café Tacvba|267600
Love|Zoé|203627
Arrullo De Estrellas|Zoé|252693
Veneno|Zoé|266867
Soñé|Zoé|197933
Please, Please, Please, Let Me Get What I Want - 2011 Remaster|The Smiths|112707
Como Tú (Magic Music Box)|León Larregui|232120
Souvenir|León Larregui|239120
Locos|León Larregui|177600
Dancing in the Moonlight|Toploader|233373
Belleza De Cantina|Cardenales De Nuevo León|180987
Exit Music (For a Film)|Radiohead|267187
Let It Be - Remastered 2009|The Beatles|243027
Crimen|Gustavo Cerati|232027
You Might Be Sleeping|Jakob Ogawa|147093
Bubble Gum|Clairo|175961
Loco|M2H|237422
Cuz You're My Girl|Yung Heazy|247137
Los Malaventurados No Lloran|PXNDX|207787
One Way Trigger|The Strokes|242293
I Think We're Alone Now|Tiffany|228840
What A Heavenly Way To Die|Troye Sivan|187641
We Don't Talk Anymore|Charlie Puth|217707
Heavydirtysoul|Twenty One Pilots|234813
Stressed Out|Twenty One Pilots|202333
Pensando en Ti|Canserbero|244062
I Don't Wanna Lose You Tonight|Brian Dunne|266307
Dancin (feat. Luvli) - Krono Remix|Aaron Smith|198053
Self Esteem|The Offspring|257760
Heart-Shaped Box|Nirvana|281160
Killing In The Name|Rage Against The Machine|313573
The Kids Aren't Alright|The Offspring|180160
Take Me Out|Franz Ferdinand|237027
American Idiot|Green Day|176346
Chop Suey!|System Of A Down|210240
Enter Sandman|Metallica|331267
Man in the Box|Alice In Chains|284427
God Save The Queen|Sex Pistols|199453
I Wanna Be Sedated|Ramones|149787
Two Princes|Spin Doctors|256947
Do You Want To|Franz Ferdinand|215000
Don't Look Back Into The Sun|The Libertines|179960
Heroes - 2017 Remaster|David Bowie|371413
Lonely Boy|The Black Keys|193653
Rebel Rebel - 2016 Remaster|David Bowie|274747
Piledriver Waltz|Arctic Monkeys|203880
Somebody To Love - 2011 Mix|Queen|295733
Starman - 2012 Remaster|David Bowie|254293
Rhiannon - 2017 Remaster|Fleetwood Mac|250360
Once I Had A Love (AKA The Disco Song) - Remastered|Blondie|238973
My Sweet Lord|George Harrison|281227
Don't You (Forget About Me)|Simple Minds|263040
Half a Person - 2011 Remaster|The Smiths|218440
Bennie And The Jets - Remastered 2014|Elton John|322549
Heaven Knows I'm Miserable Now - 2011 Remaster|The Smiths|215760
Catalina Breeze|The Blue Jean Committee|135693
In Between Days - 2006 Remaster|The Cure|177987
Baba O'Riley|The Who|301560
Lola - Remastered|The Kinks|242027
Waterloo Sunset - Mono Mix|The Kinks|194216
All Day and All of the Night|The Kinks|141507
All Things Must Pass|George Harrison|226867
Two Fine People|Yusuf / Cat Stevens|215840
Teenage Kicks|The Undertones|148480
Rio - 2001 Remastered Version|Duran Duran|340760
Wasteland|The Jam|170400
Stay Free - Remastered|The Clash|220587
Substitute - Single Version|The Who|228626
Sunshine Of Your Love|Cream|250000
Pride (In The Name Of Love) - Remastered 2009|U2|228427
The King of Wishful Thinking|Go West|241760
Don't Go Breaking My Heart|Elton John|274267
It's The End Of The World As We Know It (And I Feel Fine)|R.E.M.|246933
The Boy with the Thorn in His Side - 2011 Remaster|The Smiths|196627
Into The Great Wide Open|Tom Petty and the Heartbreakers|223333
The Back Seat Of My Car - 1993 Digital Remaster|Paul McCartney|270133
Wildflowers|Tom Petty|190320
Take It Easy - 2013 Remaster|Eagles|211578
A Hazy Shade of Winter|Simon & Garfunkel|137480
I Need You - Live|Tom Petty and the Heartbreakers|180200
Saturday Night’s Alright (For Fighting) - Remastered 2014|Elton John|295466
The Bitch Is Back|Elton John|224933
Between The Devil And The Deep Blue Sea|George Harrison|154933
What Is Life|George Harrison|264413
Awaiting On You All|George Harrison|168053
Wah-Wah|George Harrison|337760
Give Me Love (Give Me Peace On Earth)|George Harrison|215693
My Generation - Mono Version|The Who|198867
I Can't Explain - Stereo Version|The Who|125968
What Difference Does It Make? - 2011 Remaster|The Smiths|229867
Town Called Malice|The Jam|173933
Cemetry Gates - 2011 Remaster|The Smiths|161040
Changes - 2015 Remaster|David Bowie|217747
Out Of Tune|Real Estate|291947
Honky Cat|Elton John|313027
Uncle Albert / Admiral Halsey - Medley / Remastered 2012|Paul McCartney|295147
Maybe I’m Amazed - Remastered 2011|Paul McCartney|229827
'39 - 2011 Mix|Queen|210800
Moondance - 2013 Remaster|Van Morrison|274040
Handle With Care|Traveling Wilburys|199587
Got My Mind Set On You - 2004 Mix|George Harrison|234653
When We Was Fab - 2004 Mix|George Harrison|239853
The Long And Winding Road - Remastered 2009|The Beatles|218187
The Chain - 2004 Remaster|Fleetwood Mac|270213
Jet - Remastered 2010|Paul McCartney|248360
Silly Love Songs - 1993 Digital Remaster|Wings|352933
Take Me Home, Country Roads - Rerecorded|John Denver|197813
Rocky Mountain High|John Denver|283640
The Boxer|Simon & Garfunkel|308440
Wouldn't It Be Nice - Stereo Mix|The Beach Boys|153205
50 Ways to Leave Your Lover|Paul Simon|217347
Pictures of You|The Cure|448467
Close To Me|The Cure|203267
All Those Years Ago - 2004 Mix|George Harrison|227320
Crocodile Rock|Elton John|235440
It's Not Living (If It's Not With You)|The 1975|248336
Sign of the Times|Harry Styles|340707
Carolina|Harry Styles|189613
Sultans of Swing|Dire Straits|350400
Romeo and Juliet|Dire Straits|361395
Doctor My Eyes|Jackson Browne|199907
Rising Sun|George Harrison|327093
I Don't Want to Know - 2004 Remaster|Fleetwood Mac|196853
Movin' Out (Anthony's Song)|Billy Joel|210760
Daniel|Elton John|234667
Stand By Me - Remastered|Oasis|355867
Sister Golden Hair|America|199573
Where Have All the Good Times Gone|The Kinks|169093
If Not For You|George Harrison|210720
Fluorescent Adolescent|Arctic Monkeys|173493
Hate To Say I Told You So|The Hives|199760
Under Cover of Darkness|The Strokes|235547
Always Where I Need To Be|The Kooks|161720
The Less I Know The Better|Tame Impala|216320
Time to Pretend|MGMT|261000
GfC|Albert Hammond, Jr.|188960
Leave It In My Dreams|The Voidz|239442
Feels Like We Only Go Backwards|Tame Impala|192960
Feel Good Inc.|Gorillaz|222640
Who The Fuck Are Arctic Monkeys?|Arctic Monkeys|336827
Lithium|Nirvana|257053
Clint Eastwood|Gorillaz|340920
Sleep Alone|Two Door Cinema Club|236440
Golden Skans|Klaxons|165120
Pumped Up Kicks|Foster The People|239600
Walk Idiot Walk|The Hives|211813
Breezeblocks|alt-J|227080
Kathleen|Catfish and the Bottlemen|160886
Bite My Tongue|The Academic|206012
Television|The Academic|214764
Electric Feel|MGMT|229640
Can I Call You Tonight?|Dayglow|278769
Don't Look Back In Anger - Remastered|Oasis|289559
Is This It|The Strokes|151333
Why'd You Only Call Me When You're High?|Arctic Monkeys|161124
Disappear Here|Bad Suns|225347
Cigarette Daydreams|Cage The Elephant|208760
Down By The River|Milky Chance|241053
Tongue Tied|Grouplove|218013
Otherside|Red Hot Chili Peppers|255373
Machu Picchu|The Strokes|209627
Ace in the Hole|Saint Motel|226173
Wake Me up When September Ends|Green Day|285653
Say It Ain't So|Weezer|256880
Animal|Neon Trees|212293
Smells Like Teen Spirit|Nirvana|301920
For Elise|Saint Motel|203333
Kids|MGMT|302840
Goodie Bag|Still Woozy|146390
Chamber Of Reflection|Mac DeMarco|231724
Silvertongue|Young the Giant|197427
Cold Cold Man|Saint Motel|230773
Talk Too Much|COIN|187133
Cough Syrup|Young the Giant|249520
Dreaming|Smallpools|216253
Someday|The Strokes|183440
Trojans|Atlas Genius|217387
Help Our Souls (Urban Contact Radio Edit)|NIHILS|198488
Last Nite|The Strokes|193373
Woods|Mac Miller|286387
In My Mind|The Amazons|230625
Half Your Age|Joywave|209227
Mary Don't Mind|VANT|233177
Westside|FMLYBND|197354
Break My Baby|KALEO|265558
Everything Else Has Gone Wrong|Bombay Bicycle Club|249760
You Won’t Answer My Phone Calls but I Bet You’ll Listen to This Song so I Guess This Is the Only Way to Talk to You|Adam Jensen|186120
Move to San Francisco|Circa Waves|181492
Fake News|The Luka State|193842
So Predictable|Set It Off|181332
Better Man|Courteeners|212533
Plastic Dream|The Lizards|198538
Wasting Time|The Mowgli's|223913
Hungry For The Holy Cow|Sleep Patterns|231220
The Path to Awareness|Stefano Casavecchia|270000
No Sleep|No Love For The Middle Child|207179
Alive|Daughtry|262907
Grim|The Blue Stones|302944
Devil's Basement|Shanghai Treason|184090
Dance with You|Hoofa|176951
Good Man|The Federal Empire|206000
Feed Off Sin|Public Theatre|193538
Your Dreams|Jon Magnusson|217550
Did My Best|The Voidz|296939
Come To Me|ÄTNA|170400
Loose Lips Sink Ships|The Band Royale|246844
The Dark|John Clark|263173
Retrograde|HUDSUN|212600
Outta My Mind|Des Rocs|165566
Prescriptive Poison|Miss Kill|202735
Sideshow|Evan Petruzzi|273800
Another|Naipia|219683
Monster|Novustory|199416
Wenn ich wollte|Madsen|200725
Changes|High Tropics|231317
Down|The Man Who|216084
Deserter|Crystal Tides|190000
Airport|Yammerer|236720
Get Back|Secondhand Habit|199862
Paint California|NoMBe|207133
Hot|Confetti|150714
World Record Dive|Lucas Coe|213420
None of the Above|TRASH HEADS|169656
original me (feat. dan reynolds of imagine dragons)|YUNGBLUD|205320
Ostracised|KOYO|227627
Fire, Ready, Aim|Green Day|112940
Whyamisosadallthetime|Molars|173000
Meet the Sky|Third Lung|270247
Bigger Life - Live @ Königsplatz München, 15.09.19|Michael Patrick Kelly|296747
Placebo|Chasing Deer|186567
Island|Kensington|276760
Regress|InAir|236129
Turn the Wheel|Agat|199200
Nothing Breaks Like a Heart|Frank Carter & The Rattlesnakes|210373
Fall Apart|Sydney|226057
Playground|My Ugly Clementine|184634
The End of the Game|Weezer|181707
Robbery|Lime Cordiale|223234
CAN YOU HEAR ME NOW?|Bishop Briggs|179440
idc|ren|153813
The Best|AWOLNATION|223320
Hang on to Yourself|Palaye Royale|156623
Dirt in my Eyes|Cold War Kids|220400
Rush|The Score|176444
Living Proof|Des Rocs|235099
Hollow|Barns Courtney|209960
Desensitize|DREAMERS|168726
Like Before You Were Born|DIIV|184907
All The Way (Stay)|Jimmy Eat World|245747
Swim For Your Life|The Pale White|262842
Dancing In The Dark|Lucy Dacus|200539
Dig|Arrested Youth|174780
Hurt My Heart|White Lies|254918
Novocaine|Twin Atlantic|207920
Die To Live|Volbeat|182960
Oblivion|Zayde Wølf|278919
Space Cadet|beabadoobee|264013
Nothing To Lose|DI-RECT|159860
Black Gold (Edit)|Editors|221457
Darkside|blink-182|180960
One Last Breath|Creed|238240
The Man Who Sold The World - MTV Unplugged|Nirvana|230267
Who Can It Be Now?|Men At Work|200293
Glycerine - Remastered|Bush|266493
Secret Smile|Semisonic|279813
Unwell|Matchbox Twenty|237267
The Man Who Sold The World|Nirvana|261093
I Am The Highway - Live At Queen Elizabeth Theatre, Toronto, ON/2011|Chris Cornell|296707
Come As You Are|Nirvana|253907
Mr. Writer|Stereophonics|319293
Every Breaking Wave|U2|252162
Song For Someone|U2|226763
Iris (Hold Me Close)|U2|319457
Moment Of Surrender|U2|444307
Miracle Drug|U2|234013
Grace|U2|332773
Just Can't Get Enough - 2006 Remaster|Depeche Mode|222760
Tenderness|General Public|218160
Blister in the Sun - 2002 Remastered Version|Violent Femmes|144333
The Village - 2015 Remaster|New Order|277120
(Forever) Live And Die|Orchestral Manoeuvres In The Dark|218133
Let Me Go|T-4-2|256800
Work for Love|Ministry|283667
The Perfect Kiss - 2015 Remaster|New Order|289373
Everyday Is Halloween|Ministry|384733
Living in Oblivion|Anything Box|306144
A Little Respect|Erasure|213373
The Ghost in You|The Psychedelic Furs|257000
No Limit|Breakwater|255827
Turn - 2015 Remaster|New Order|273600
Your Silent Face - 2015 Remaster|New Order|359587
Hey Nineteen|Steely Dan|307400
The Chauffeur - 2001 Remastered Version|Duran Duran|322213
Kiss of Love|Anything Box|292520
When We Lie|Anything Box|234987
Have In Mind|Cetu Javu|213600
Love My Way|The Psychedelic Furs|213173
"Temptation - 7"" Version; 2015 Remaster"|New Order|324413
I Ran (So Far Away)|A Flock Of Seagulls|219907
Rock You Like a Hurricane - 2015 - Remaster|Scorpions|253667
Let Me Go|Heaven 17|262507
Every Breath You Take|The Police|252707
Enjoy the Silence|Depeche Mode|255133
It's No Good|Depeche Mode|358520
Somebody That I Used To Know|Gotye|244885
Beautiful Day|U2|248400
Sunday Bloody Sunday - Remastered 2008|U2|279440
Where The Streets Have No Name - Remastered|U2|337506
Dream On|Aerosmith|266960
Domino Dancing|Pet Shop Boys|258333
West End Girls - 2001 Remaster|Pet Shop Boys|285733
Careless Whisper|George Michael|300107
Love Is A Battlefield|Pat Benatar|247027
Popular Monster|Falling In Reverse|220537
Grave|Wage War|194787
Inside Out (Radio Edit)|Five Finger Death Punch|253965
Low Life|Crobot|216515
Infinite|Silverstein|163720
Agree to Disagree|Sleeping With Sirens|182680
Sever|Red|242000
MONOMANIA|The Word Alive|238680
Already Dead|Hollywood Undead|236734
Killing Me Slowly|Bad Wolves|237065
Underneath|Code Orange|279194
Nero Forte|Slipknot|315177
Talking Myself In Circles|Four Year Strong|221904
Victory|Fire From The Gods|206905
Paranoid|I Prevail|144547
Under the Graveyard|Ozzy Osbourne|297682
SAVAGES|Ice Nine Kills|177853
The Disease|Anti-Flag|175467
God's Gonna Cut You Down|Marilyn Manson|160538
Can You Hear Me|Korn|172867
Blow Me|The Used|200765
Forgiveness I + II|Billy Talent|401177
ONE|Rev Theory|208196
History of Violence|Theory of a Deadman|234567
Ludens|Bring Me The Horizon|280152
Nowhere To Run|Fozzy|223683
Soak Me in Bleach|The Amity Affliction|225916
Every Second (Eva Under Fire)|From Ashes to New|214924
The Hunted (feat. Sully Erna)|Saint Asonia|223357
Native Son|Alter Bridge|255642
Obvious|DIAMANTE|222147
The Violence|Asking Alexandria|208396
Far Away|Breaking Benjamin|292281
Battle Drums|Kayzo|209333
Fill the Crown|Poppy|212317
Straight to Hell|Ozzy Osbourne|225027
All I Had To Lose (feat. Mark Morales)|Mark Morton|195700
FYI|THE HARA|212500
Her Eyes|Fame on Fire|195009
Crossfire|Otherwise|220240
Trial By Fire|Saul|211000
When the Contagion Is You|Jasta|273464
Yuve Yuve Yu (feat. From Ashes to New)|The HU|253864
Erase The Pain|Palisades|197835
Leave It All Behind|Sleeping With Sirens|198248
REV001|Refused|190267
Right Now|Fire From The Gods|225026
The Offering|Sleep Token|349653
Masochist|Polaris|239626
Beyond The Wave|Of Allies|211051
Shakin' Off The Rust|The Blue Stones|222936
ATTENTION ATTENTION|Shinedown|230520
MANIFEST|STARSET|267239
The Vengeance|Black Veil Brides|209480
Hate Conquers All|Anti-Flag|166893
Rearview Mirror|Art Of Dying|205000
KINGDOM|FEVER 333|205737
Empire|Hollywood Undead|239262
sugar honey ice & tea - Edit|Bring Me The Horizon|215712
Drop the Hammer|Rev Theory|189273
Upside Down|Bonesteel|213000
MAYDAY (feat. Ryo from Crystal Lake)|coldrain|227012
Black Flag Army|HELLYEAH|191479
Another Life|Any Given Sin|219200
Lifted|Otherwise|176760
Tapping Out|Issues|217944
W W Y D F|Zero 9:36|180000
Renegade|The Anix|228947
I Am Broken Too|Killswitch Engage|159480
Tear It Down|Mammoth Mammoth|245034
Brand New Numb|Motionless In White|222461
Tear You Down|Clawfinger|174079
From The Ashes|Red|323500
You Never Know|Beartooth|183438
Chemical|The Devil Wears Prada|230142
Out For Blood|Sum 41|216571
Legendary|Skillet|244538
Light in Life|Silvera|241493
Come Around|Papa Roach|210962
Alone|Of Virtue|214667
Numb|A Killer's Confession|262747
Right Left Wrong|Three Days Grace|236693
Bloodline|Northlane|205547
Stay Ready|Adelitas Way|193744
Primrose|Dream State|264457
Let 'em Burn|Nothing More|235853
Letting You Go|Bullet For My Valentine|223655
Empty|American Sin|225811
Save Defiance|Mark Morton|276979
The Leap|Our Last Night|221848
A New Disaster|Cold Kingdom|219720
